         # x	           y	           z	          vx	          vy	          vz
  -0.2510168	   1.4617166	   0.0323942	  -0.7584154	   0.0814902	   0.0209952
  -0.2636458	   1.4630126	   0.0327427	  -0.7571063	   0.0740509	   0.0208295
  -0.2762525	   1.4641851	   0.0330885	  -0.7557426	   0.0666571	   0.0206632
  -0.2888361	   1.4652347	   0.0334315	  -0.7543252	   0.0593086	   0.0204963
  -0.3013955	   1.4661622	   0.0337717	  -0.7528547	   0.0520053	   0.0203289
  -0.3139301	   1.4669684	   0.0341091	  -0.7513321	   0.0447471	   0.0201609
  -0.3264388	   1.4676540	   0.0344437	  -0.7497580	   0.0375337	   0.0199924
  -0.3389208	   1.4682197	   0.0347754	  -0.7481334	   0.0303650	   0.0198234
  -0.3513754	   1.4686664	   0.0351044	  -0.7464590	   0.0232409	   0.0196539
  -0.3638017	   1.4689947	   0.0354306	  -0.7447354	   0.0161612	   0.0194839
  -0.3638017	   1.4689947	   0.0354306	  -0.7450184	   0.0135917	   0.0202588
  -0.3762035	   1.4691625	   0.0357668	  -0.7432464	   0.0065559	   0.0200883
  -0.3885754	   1.4692134	   0.0361001	  -0.7414266	  -0.0004361	   0.0199173
  -0.4009166	   1.4691482	   0.0364307	  -0.7395597	  -0.0073847	   0.0197458
  -0.4132263	   1.4689675	   0.0367583	  -0.7376463	  -0.0142900	   0.0195738
  -0.4255037	   1.4686721	   0.0370831	  -0.7356871	  -0.0211521	   0.0194013
  -0.4377481	   1.4682627	   0.0374050	  -0.7336828	  -0.0279713	   0.0192284
  -0.4499587	   1.4677400	   0.0377240	  -0.7316340	  -0.0347476	   0.0190550
  -0.4621348	   1.4671047	   0.0380401	  -0.7295413	  -0.0414814	   0.0188811
  -0.4742757	   1.4663576	   0.0383534	  -0.7274053	  -0.0481727	   0.0187069
  -0.4742757	   1.4663576	   0.0383534	  -0.7282452	  -0.0528093	   0.0196325
  -0.4863946	   1.4654220	   0.0386791	  -0.7260664	  -0.0594586	   0.0194578
  -0.4984768	   1.4643759	   0.0390019	  -0.7238452	  -0.0660664	   0.0192826
  -0.5105217	   1.4632201	   0.0393218	  -0.7215821	  -0.0726328	   0.0191069
  -0.5225285	   1.4619551	   0.0396388	  -0.7192777	  -0.0791580	   0.0189308
  -0.5344966	   1.4605818	   0.0399528	  -0.7169325	  -0.0856422	   0.0187542
  -0.5464252	   1.4591007	   0.0402639	  -0.7145471	  -0.0920854	   0.0185771
  -0.5583137	   1.4575126	   0.0405720	  -0.7121220	  -0.0984880	   0.0183997
  -0.5701616	   1.4558181	   0.0408772	  -0.7096577	  -0.1048500	   0.0182218
  -0.5819680	   1.4540180	   0.0411794	  -0.7071547	  -0.1111717	   0.0180436
  -0.5819680	   1.4540180	   0.0411794	  -0.7092143	  -0.1184011	   0.0191107
  -0.5937667	   1.4519923	   0.0414964	  -0.7066728	  -0.1246829	   0.0189320
  -0.6055227	   1.4498622	   0.0418105	  -0.7040930	  -0.1309253	   0.0187528
  -0.6172354	   1.4476285	   0.0421215	  -0.7014752	  -0.1371284	   0.0185731
  -0.6289042	   1.4452916	   0.0424295	  -0.6988201	  -0.1432925	   0.0183930
  -0.6405284	   1.4428524	   0.0427346	  -0.6961279	  -0.1494175	   0.0182123
  -0.6521074	   1.4403115	   0.0430366	  -0.6933992	  -0.1555038	   0.0180313
  -0.6636407	   1.4376694	   0.0433356	  -0.6906344	  -0.1615513	   0.0178498
  -0.6751276	   1.4349268	   0.0436316	  -0.6878340	  -0.1675603	   0.0176679
  -0.6865675	   1.4320844	   0.0439245	  -0.6849982	  -0.1735310	   0.0174855
  -0.6865675	   1.4320844	   0.0439245	  -0.6891169	  -0.1815743	   0.0181870
  -0.6980285	   1.4290088	   0.0442261	  -0.6862459	  -0.1875069	   0.0180042
  -0.7094414	   1.4258346	   0.0445246	  -0.6833397	  -0.1934018	   0.0178210
  -0.7208055	   1.4225625	   0.0448201	  -0.6803986	  -0.1992592	   0.0176373
  -0.7321204	   1.4191931	   0.0451125	  -0.6774230	  -0.2050791	   0.0174531
  -0.7433853	   1.4157270	   0.0454018	  -0.6744134	  -0.2108616	   0.0172685
  -0.7545998	   1.4121648	   0.0456881	  -0.6713700	  -0.2166069	   0.0170834
  -0.7657634	   1.4085072	   0.0459713	  -0.6682933	  -0.2223151	   0.0168979
  -0.7768753	   1.4047548	   0.0462513	  -0.6651835	  -0.2279862	   0.0167120
  -0.7879352	   1.4009081	   0.0465283	  -0.6620411	  -0.2336205	   0.0165257
  -0.7879352	   1.4009081	   0.0465283	  -0.6671930	  -0.2459291	   0.0161957
  -0.7990283	   1.3967628	   0.0467967	  -0.6640177	  -0.2515269	   0.0160090
  -0.8100682	   1.3925244	   0.0470619	  -0.6608093	  -0.2570885	   0.0158218
  -0.8210543	   1.3881936	   0.0473240	  -0.6575681	  -0.2626141	   0.0156343
  -0.8319862	   1.3837711	   0.0475830	  -0.6542945	  -0.2681037	   0.0154463
  -0.8428632	   1.3792574	   0.0478389	  -0.6509887	  -0.2735573	   0.0152580
  -0.8536849	   1.3746530	   0.0480916	  -0.6476511	  -0.2789751	   0.0150692
  -0.8644506	   1.3699587	   0.0483412	  -0.6442819	  -0.2843571	   0.0148801
  -0.8751600	   1.3651750	   0.0485876	  -0.6408816	  -0.2897034	   0.0146907
  -0.8858124	   1.3603025	   0.0488309	  -0.6374503	  -0.2950141	   0.0145008
  -0.8858124	   1.3603025	   0.0488309	  -0.6428847	  -0.3118455	   0.0132136
  -0.8964980	   1.3550612	   0.0490495	  -0.6394221	  -0.3171209	   0.0130234
  -0.9071256	   1.3497323	   0.0492650	  -0.6359276	  -0.3223615	   0.0128329
  -0.9176947	   1.3443164	   0.0494772	  -0.6324015	  -0.3275672	   0.0126421
  -0.9282047	   1.3388140	   0.0496863	  -0.6288441	  -0.3327381	   0.0124510
  -0.9386553	   1.3332257	   0.0498923	  -0.6252557	  -0.3378741	   0.0122596
  -0.9490457	   1.3275521	   0.0500950	  -0.6216366	  -0.3429754	   0.0120679
  -0.9593756	   1.3217938	   0.0502945	  -0.6179870	  -0.3480419	   0.0118760
  -0.9696444	   1.3159513	   0.0504908	  -0.6143073	  -0.3530736	   0.0116837
  -0.9798516	   1.3100253	   0.0506839	  -0.6105976	  -0.3580706	   0.0114912
  -0.9798516	   1.3100253	   0.0506839	  -0.6148009	  -0.3763490	   0.0090853
  -0.9900668	   1.3037116	   0.0508338	  -0.6110608	  -0.3813115	   0.0088926
  -1.0002194	   1.2973155	   0.0509804	  -0.6072896	  -0.3862400	   0.0086997
  -1.0103089	   1.2908376	   0.0511237	  -0.6034876	  -0.3911343	   0.0085066
  -1.0203348	   1.2842783	   0.0512639	  -0.5996551	  -0.3959945	   0.0083133
  -1.0302966	   1.2776384	   0.0514008	  -0.5957923	  -0.4008204	   0.0081199
  -1.0401937	   1.2709183	   0.0515345	  -0.5918994	  -0.4056121	   0.0079264
  -1.0500257	   1.2641187	   0.0516650	  -0.5879768	  -0.4103695	   0.0077327
  -1.0597921	   1.2572400	   0.0517923	  -0.5840247	  -0.4150925	   0.0075389
  -1.0694924	   1.2502829	   0.0519163	  -0.5800432	  -0.4197812	   0.0073450
  -1.0694924	   1.2502829	   0.0519163	  -0.5832462	  -0.4387067	   0.0042471
  -1.0791794	   1.2429326	   0.0519855	  -0.5792349	  -0.4433613	   0.0040531
  -1.0887994	   1.2355049	   0.0520514	  -0.5751931	  -0.4479819	   0.0038592
  -1.0983517	   1.2280005	   0.0521141	  -0.5711209	  -0.4525686	   0.0036652
  -1.1078359	   1.2204200	   0.0521736	  -0.5670188	  -0.4571211	   0.0034713
  -1.1172515	   1.2127639	   0.0522298	  -0.5628869	  -0.4616395	   0.0032774
  -1.1265980	   1.2050327	   0.0522828	  -0.5587254	  -0.4661235	   0.0030836
  -1.1358749	   1.1972272	   0.0523326	  -0.5545346	  -0.4705732	   0.0028898
  -1.1450817	   1.1893477	   0.0523792	  -0.5503148	  -0.4749885	   0.0026961
  -1.1542179	   1.1813949	   0.0524225	  -0.5460661	  -0.4793692	   0.0025025
  -1.1542179	   1.1813949	   0.0524225	  -0.5515418	  -0.4989345	   0.0030938
